"user.id","age"
2,23.5183044528895
8,23.5347745249995
9,23.5351927208539
10,23.5388076635119
11,23.5385971033253
13,23.6682051725568
20,23.6027218211803
26,23.5393602350082
27,23.5039560412629
29,23.5154617473424
31,23.5306911398088
33,23.5193663828893
35,23.5321668354551
36,23.5303096873886
38,23.5463851701071
48,23.5401161999384
49,23.5357776760323
53,23.5227896475778
54,23.5062536618886
59,23.5172719590187
66,23.5374822962183
68,23.5599965300338
72,23.5408003397502
76,23.5277757122403
83,23.5262264627257
89,23.6027667345253
90,23.6136753338239
91,23.4984376487165
94,23.5316972659892
95,23.5344071554728
96,23.5606132888122
101,23.5259625480303
105,23.5117150775339
108,23.5196925354353
115,23.5359929586749
119,23.5350918286342
120,23.5169622346663
123,23.512250720658
124,23.5095714094585
126,23.5291393919976
134,23.5073497273424
137,23.5276499838286
140,23.540454502641
142,23.5320015125674
144,23.5472142232325
145,23.5566396955553
146,23.5148181182993
147,23.5477766259817
154,23.5423632309968
155,23.513397649269
157,23.5369774965222
166,23.5153665225122
167,23.5284468597874
169,23.5421684811813
172,23.5746343158945
175,23.5440055339383
183,23.5178118297184
184,23.5720628894397
185,23.5365153034197
188,23.5245798843729
194,23.5072971849148
200,23.5438813390011
204,23.532080584569
216,23.6362181394542
217,23.5438735542615
221,23.5231793291859
222,23.5272594489513
223,23.5137615821303
229,23.4987326938827
230,23.5381242683432
232,23.5259169464755
236,23.5305290680293
240,23.5631263192641
242,23.5425541588768
246,23.5460341647697
247,23.5660316401908
250,23.535016128755
260,23.5456459958562
263,23.5239568604316
265,23.500784374266
267,23.5214532495905
270,23.7113279122909
271,23.5347261861522
273,23.5122596517103
275,23.5341063970276
276,23.5288266213994
277,23.5796954884184
282,23.5189007742311
283,23.5347872303643
288,23.5420131611151
289,23.5023653920039
290,23.5266647202874
298,23.5326411436314
300,23.5429933883321
303,23.5773298499878
304,23.5302985114658
305,23.6766695748144
306,23.533614908945
307,23.4962350924122
312,23.5379267839159
320,23.5342752215526
321,23.5286377615561
323,23.5218570971267
325,23.5025670314359
327,23.5291025065002
330,23.5533807231924
331,23.4980644717647
332,23.5200429096753
