user.id,age
2,25.571428571428573
8,25.884057971014492
9,22.79501385041551
10,27.181818181818183
11,26.5
13,17.444444444444443
20,23.344827586206897
26,25.409448818897637
27,24.0
29,31.5
31,20.75
33,20.6
35,20.833333333333332
36,28.375
38,23.142857142857142
48,26.428571428571427
49,23.727272727272727
53,23.467741935483872
54,15.0
59,25.5
66,30.066666666666666
68,24.65
72,23.46153846153846
76,22.666666666666668
83,14.0
89,29.666666666666668
90,22.94736842105263
91,18.5
94,25.391304347826086
95,26.537037037037038
96,19.95
101,17.0126582278481
105,24.8
108,32.6
115,27.11111111111111
119,20.473684210526315
120,22.8
123,30.615384615384617
124,25.0
126,23.833333333333332
134,20.95
137,29.0
140,23.475409836065573
142,26.04
144,29.142857142857142
145,28.0
146,25.066666666666666
147,18.75
154,35.833333333333336
155,22.75
157,25.6
166,38.0
167,21.5
169,23.680672268907564
172,18.352941176470587
175,27.88235294117647
183,31.0
184,25.88235294117647
185,28.333333333333332
188,24.520408163265305
194,17.09090909090909
200,25.0
204,18.217391304347824
216,15.727272727272727
217,19.261904761904763
221,22.9375
222,25.5
223,18.583333333333332
229,18.83783783783784
230,27.5625
232,16.0
236,19.380281690140844
240,26.88862559241706
242,26.31192660550459
246,33.45454545454545
247,18.8
250,23.875
260,16.166666666666668
263,24.0
265,17.692307692307693
267,15.6
270,22.9
271,23.4
273,16.0
275,26.916666666666668
276,23.924050632911392
277,23.166666666666668
282,30.65
283,24.181556195965417
288,29.42105263157895
289,20.5
290,20.764705882352942
298,25.956521739130434
300,18.379310344827587
303,27.0
304,19.127659574468087
305,46.0
306,23.815384615384616
307,13.0
312,22.1
320,27.444444444444443
321,23.25
323,25.5
325,16.0
327,25.4
330,22.454545454545453
331,17.589041095890412
332,16.5
333,19.666666666666668
334,14.625
339,19.333333333333332
341,28.272727272727273
342,25.705882352941178
354,20.31578947368421
355,21.0
364,25.09090909090909
365,21.916905444126076
370,23.480337078651687
378,18.454545454545453
379,20.35
387,17.533333333333335
392,25.789473684210527
401,21.647058823529413
402,19.073170731707318
406,25.071428571428573
408,16.8
409,22.90909090909091
410,24.31578947368421
411,19.642857142857142
413,23.82857142857143
416,21.0
417,20.5
421,21.27777777777778
424,19.0
426,21.571428571428573
430,24.802083333333332
432,22.428571428571427
433,23.5
434,15.0
435,25.75
436,27.0
440,25.0
446,16.4
451,29.666666666666668
452,32.333333333333336
453,25.636363636363637
454,23.27777777777778
458,22.6
462,19.0
465,19.75
466,24.75
468,24.790513833992094
470,18.75
471,25.153846153846153
477,25.703557312252965
480,25.0
485,20.022346368715084
486,23.0
488,16.6
496,32.37931034482759
502,22.333333333333332
503,26.681818181818183
504,21.5
505,28.5
506,23.942857142857143
507,23.466666666666665
513,31.666666666666668
515,25.4
516,22.444444444444443
517,27.514285714285716
521,22.764705882352942
526,15.8
529,17.0
530,16.794871794871796
534,16.633333333333333
536,26.1
538,22.545454545454547
542,33.0
546,17.444444444444443
552,23.88888888888889
561,29.00531914893617
563,23.928571428571427
564,24.804347826086957
569,17.291666666666668
572,15.166666666666666
574,24.425925925925927
577,18.25
578,15.75
584,22.428571428571427
587,19.0
588,20.471153846153847
589,20.09090909090909
596,29.8
597,30.11111111111111
598,20.2
602,20.31578947368421
604,22.3125
607,24.0
609,20.627906976744185
613,25.0
617,21.4
620,23.363636363636363
624,17.555555555555557
626,15.6
633,14.130434782608695
639,18.7
640,26.333333333333332
646,19.3
647,26.173076923076923
650,22.56
662,32.42857142857143
665,22.875
666,17.666666666666668
670,21.3639846743295
671,24.0
673,17.91304347826087
681,23.5
682,23.285714285714285
684,26.322580645161292
686,17.41176470588235
702,21.61111111111111
703,25.0
710,15.4
714,24.4
715,24.813411078717202
